DOI,Journal,Year,Title,First Author,Abstract,Language,Open Access,Document Type,Keywords
10.3390/vetsci10020101,VETERINARY SCIENCES,2023,Diagnostic Screening of Bovine Mastitis Using MALDI-TOF MS Direct-Spotting of Milk and Machine Learning,"Thompson, J","Simple Summary Monitoring health status and disease outbreak among food animal herds is vitally important to global food safety. Affected animals will experience production losses, and in uncurable cases, operations will need to be modified or animals culled. Producers and veterinary personnel have consistent interest in new diagnostic tools to provide rapid, accurate, and simple testing strategies which do not undermine financial viability of the operation. This manuscript describes a new approach for diagnosis of mastitis in dairy animals. The new method involves first analyzing raw milk from animals by matrix-assisted laser desorption/ionization mass spectrometry and collecting mass spectra. Then, peaks from the mass spectra are imported into a machine learning model, and this software application discovers non-obvious patterns present in the data which coincide with the mastitis condition. Finally, a separate set of milk samples is analyzed (scoring set) to evaluate the diagnostic accuracy of the new model. Results suggest that certain machine learning models offer value to the producer for diagnosis of subclinical mastitis in dairy cows. More generally, the manuscript outlines use of the machine learning approach for diagnoses of animal disease, and we prophesize that this strategy may be applicable to a wide array of animal health concerns. Novel strategies for diagnostic screening of animal and herd health are crucial to contain disease outbreaks, maintain animal health, and maximize production efficiency. Mastitis is an inflammation of the mammary gland in dairy cows, often resulting from infection from a microorganism. Mastitis outbreaks result in loss of production, degradation of milk quality, and the need to isolate and treat affected animals. In this work, we evaluate MALDI-TOF mass spectrometry as a diagnostic for the culture-less screening of mastitis state from raw milk samples collected from regional dairies. Since sample preparation requires only minutes per sample using microvolumes of reagents and no cell culture, the technique is promising for rapid sample turnaround and low-cost diagnosis. Machine learning algorithms have been used to detect patterns embedded within MALDI-TOF spectra using a training set of 226 raw milk samples. A separate scoring set of 100 raw milk samples has been used to assess the specificity (spc) and sensitivity (sens) of the approach. Of machine learning models tested, the gradient-boosted tree model gave global optimal results, with the Youden index of J = 0.7, sens = 0.89, and spc = 0.81 achieved for the given set of conditions. Random forest models also performed well, achieving J > 0.63, with sens = 0.83 and spc = 0.81. Naive Bayes, generalized linear, fast large-margin, and deep learning models failed to produce diagnostic results that were as favorable. We conclude that MALDI-TOF MS combined with machine learning is an alternative diagnostic tool for detection of high somatic cell count (SCC) and subclinical mastitis in dairy herds.",English,"Green Published, gold",Article,"diagnosis; mastitis; MALDI-TOF; somatic cell count; intramammary
   infection; machine learning; random forest; gradient-boosted trees; deep
   learning; decision tree; dairy; bovine"
10.1016/j.foodcont.2022.109224,FOOD CONTROL,2022,Discrimination of thermal treated bovine milk using MALDI-TOF MS coupled with machine learning,"Zhang, SS","Thermal sterilization influenced the molecular composition and quality of milk and dairy products. Dis-tinguishing thermal treated milk samples under different conditions has the practical significance for the authentication and quality control of milk products. In this study, a simple and accurate method for the discrimination of thermal processed milk samples based on matrix assisted laser desorption time-of-flight mass spectrometry (MALDI-TOF MS) and machine learning was established. Milk samples collected from local dairy farms were incubated with varying temperature and heating duration to cover a wide range of heat load. MS signals of featured peptides were selected by three orthogonal statistical methods, including partial least-squares -discriminant (PLS-DA), least absolute shrinkage and selection operator (LASSO) and recursive feature elimina-tion with cross-validation (RFECV). The featured peptides were used as training and testing variables for machine learning. A total of 14 algorithms were implemented and evaluated to construct machine learning model to discriminate thermal treated milk samples. Finally, the model was evaluated and compared by accuracy, recall, F1 value and accuracy, and the optimal model was selected. The results showed support vector machine with a linear kernel (SVM-L), random forest (RF), linear discriminant analysis (LDA), and penalized discriminant analysis (PDA) have the best performance, with prediction accuracies of 0.97, 0.96, 0.96, and 0.96, respectively. These results demonstrate that machine learning algorithm can be applied to identify thermal treated milk samples by combining MALDI-TOF MS analysis.",English,,Article,MALDI; Machine learning; Algorithms; Milk; Thermal sterilization
10.1128/spectrum.04068-23,MICROBIOLOGY SPECTRUM,2024,Application of MALDI-TOF MS and machine learning for the detection of SARS-CoV-2 and non-SARS-CoV-2 respiratory infections,"Yegorov, S","Matrix-assisted laser desorption/ionization time-of-flight mass spectrometry (MALDI-TOF MS) could aid the diagnosis of acute respiratory infections (ARIs) owing to its affordability and high-throughput capacity. MALDI-TOF MS has been proposed for use on commonly available respiratory samples, without specialized sample preparation, making this technology especially attractive for implementation in low-resource regions. Here, we assessed the utility of MALDI-TOF MS in differentiating severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) vs non-COVID acute respiratory infections (NCARIs) in a clinical lab setting in Kazakhstan. Nasopharyngeal swabs were collected from inpatients and outpatients with respiratory symptoms and from asymptomatic controls (ACs) in 2020-2022. PCR was used to differentiate SARS-CoV-2+ and NCARI cases. MALDI-TOF MS spectra were obtained for a total of 252 samples (115 SARS-CoV-2+, 98 NCARIs, and 39 ACs) without specialized sample preparation. In our first sub-analysis, we followed a published protocol for peak preprocessing and machine learning (ML), trained on publicly available spectra from South American SARS-CoV-2+ and NCARI samples. In our second sub-analysis, we trained ML models on a peak intensity matrix representative of both South American (SA) and Kazakhstan (Kaz) samples. Applying the established MALDI-TOF MS pipeline ""as is"" resulted in a high detection rate for SARS-CoV-2+ samples (91.0%), but low accuracy for NCARIs (48.0%) and ACs (67.0%) by the top-performing random forest model. After re-training of the ML algorithms on the SA-Kaz peak intensity matrix, the accuracy of detection by the top-performing support vector machine with radial basis function kernel model was at 88.0%, 95.0%, and 78% for the Kazakhstan SARS-CoV-2+, NCARI, and AC subjects, respectively, with a SARS-CoV-2 vs rest receiver operating characteristic area under the curve of 0.983 [0.958, 0.987]; a high differentiation accuracy was maintained for the South American SARS-CoV-2 and NCARIs. MALDI-TOF MS/ML is a feasible approach for the differentiation of ARI without specialized sample preparation. The implementation of MALDI-TOF MS/ML in a real clinical lab setting will necessitate continuous optimization to keep up with the rapidly evolving landscape of ARI.IMPORTANCEIn this proof-of-concept study, the authors used matrix-assisted laser desorption/ionization time-of-flight mass spectrometry (MALDI-TOF MS) and machine learning (ML) to identify and distinguish acute respiratory infections (ARI) caused by SARS-CoV-2 versus other pathogens in low-resource clinical settings, without the need for specialized sample preparation. The ML models were trained on a varied collection of MALDI-TOF MS spectra from studies conducted in Kazakhstan and South America. Initially, the MALDI-TOF MS/ML pipeline, trained exclusively on South American samples, exhibited diminished effectiveness in recognizing non-SARS-CoV-2 infections from Kazakhstan. Incorporation of spectral signatures from Kazakhstan substantially increased the accuracy of detection. These results underscore the potential of employing MALDI-TOF MS/ML in resource-constrained settings to augment current approaches for detecting and differentiating ARI. In this proof-of-concept study, the authors used matrix-assisted laser desorption/ionization time-of-flight mass spectrometry (MALDI-TOF MS) and machine learning (ML) to identify and distinguish acute respiratory infections (ARI) caused by SARS-CoV-2 versus other pathogens in low-resource clinical settings, without the need for specialized sample preparation. The ML models were trained on a varied collection of MALDI-TOF MS spectra from studies conducted in Kazakhstan and South America. Initially, the MALDI-TOF MS/ML pipeline, trained exclusively on South American samples, exhibited diminished effectiveness in recognizing non-SARS-CoV-2 infections from Kazakhstan. Incorporation of spectral signatures from Kazakhstan substantially increased the accuracy of detection. These results underscore the potential of employing MALDI-TOF MS/ML in resource-constrained settings to augment current approaches for detecting and differentiating ARI.",English,"gold, Green Published",Article,"acute respiratory infection; COVID-19; SARS-CoV-2; MALDI-TOF MS; machine
   learning"
10.2147/IDR.S367209,INFECTION AND DRUG RESISTANCE,2022,Rapid Detection of Carbapenem-Resistant<i> Klebsiella</i><i> pneumoniae</i> Using Machine Learning and MALDI-TOF MS Platform,"Wang, JY","Background: Rapid detection of carbapenem-resistant Klebsiella pneumoniae (CRKP) is essential for specific antimicrobial therapy. Machine learning techniques combined with matrix-assisted laser desorption/ionization time-of-flight mass spectrometry (MALDITOF MS) can be used as a rapid, reliable, sensitive, and low-cost species identification method.Methods: Clinically collected K. pneumoniae were subjected to MALDI-TOF MS analysis. A random forest (RF) algorithm and nonlinear support vector machine (SVM) were used to construct the RF, SVM, and dimension reduction (SVM-K) models, and their performance was assessed for accuracy, sensitivity, specificity, and area under the subject worker curve (AUC).Results: The RF, SVM and SVM-K models showed good classification performance with 0.88, 0.88, and 0.91 accuracy, 0.82, 0.85, and 0.89 sensitivity, 0.93, 0.92, and 0.94 specificity with an AUC of 0.9013, 0.9298, and 0.9356, respectively. For the SVM-K model, the optimal dimension reduction was 105 to 153, and the average accuracy was >0.9. The top 10 peak features of significance according to the RF algorithm with 6515 Da appeared in 56.8% of CRKP isolates and 5.3% of CSKP isolates, which indicated the best classification performance.Conclusion: The three RF, SVM, and SVM-K models showed excellent classification performance differentiating the CRKP from CSKP; the SVM-K model was the best. Data analysis with machine learning combined with MALDI-TOF MS can be employed as a rapid and inexpensive alternative to existing detection methods.",English,"Green Published, gold",Article,Klebsiella pneumoniae; RF; SVM; SVM-K; MALDI-TOF MS
10.1128/jcm.01110-22,JOURNAL OF CLINICAL MICROBIOLOGY,2023,Identification of Mycobacterium abscessus Subspecies by MALDI-TOF Mass Spectrometry and Machine Learning,"Rodríguez-Temporal, D","Mycobacterium abscessus is one of the most common and pathogenic nontuberculous mycobacteria (NTM) isolated in clinical laboratories. It consists of three subspecies: M. abscessus subsp. abscessus, M. abscessus subsp. bolletii, and M. abscessus subsp. massiliense. Due to their different antibiotic susceptibility pattern, a rapid and accurate identification method is necessary for their differentiation. Although matrix-assisted laser desorption/ionization-time of flight mass spectrometry (MALDI-TOF MS) has proven useful for NTM identification, the differentiation of M. abscessus subspecies is challenging. In this study, a collection of 325 clinical isolates of M. abscessus was used for MALDI-TOF MS analysis and for the development of machine learning predictive models based on MALDI-TOF MS protein spectra. Overall, using a random forest model with several confidence criteria (samples by triplicate and similarity values >60%), a total of 96.5% of isolates were correctly identified at the subspecies level. Moreover, an improved model with Spanish isolates was able to identify 88.9% of strains collected in other countries. In addition, differences in culture media, colony morphology, and geographic origin of the strains were evaluated, showing that the latter had an impact on the protein spectra. Finally, after studying all protein peaks previously reported for this species, two novel peaks with potential for subspecies differentiation were found. Therefore, machine learning methodology has proven to be a promising approach for rapid and accurate identification of subspecies of M. abscessus using MALDI-TOF MS. Mycobacterium abscessus is one of the most common and pathogenic nontuberculous mycobacteria (NTM) isolated in clinical laboratories. It consists of three subspecies: M. abscessus subsp. abscessus, M. abscessus subsp. bolletii, and M. abscessus subsp. massiliense.",English,"Green Submitted, Green Published",Article,"Mycobacterium abscessus; subspecies differentiation; MALDI-TOF; mass
   spectrometry; machine learning; Mycobacterium bolletii; Mycobacterium
   massiliense"
10.3390/ijms24020998,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,2023,Towards Accurate Identification of Antibiotic-Resistant Pathogens through the Ensemble of Multiple Preprocessing Methods Based on MALDI-TOF Spectra,"Chung, CR","Matrix-assisted laser desorption/ionization time-of-flight (MALDI-TOF) mass spectrometry (MS) has been used to identify microorganisms and predict antibiotic resistance. The preprocessing method for the MS spectrum is key to extracting critical information from complicated MS spectral data. Different preprocessing methods yield different data, and the optimal approach is unclear. In this study, we adopted an ensemble of multiple preprocessing methods--FlexAnalysis, MALDIquant, and continuous wavelet transform-based methods--to detect peaks and build machine learning classifiers, including logistic regressions, naive Bayes classifiers, random forests, and a support vector machine. The aim was to identify antibiotic resistance in Acinetobacter baumannii, Acinetobacter nosocomialis, Enterococcus faecium, and Group B Streptococci (GBS) based on MALDI-TOF MS spectra collected from two branches of a referral tertiary medical center. The ensemble method was compared with the individual methods. Random forest models built with the data preprocessed by the ensemble method outperformed individual preprocessing methods and achieved the highest accuracy, with values of 84.37% (A. baumannii), 90.96% (A. nosocomialis), 78.54% (E. faecium), and 70.12% (GBS) on independent testing datasets. Through feature selection, important peaks related to antibiotic resistance could be detected from integrated information. The prediction model can provide an opinion for clinicians. The discriminative peaks enabling better prediction performance can provide a reference for further investigation of the resistance mechanism.",English,"Green Published, gold",Article,MALDI-TOF MS; machine learning; antibiotic resistance
10.3402/jom.v7.26110,JOURNAL OF ORAL MICROBIOLOGY,2015,Rapid identification of oral <i>Actinomyces</i> species cultivated from subgingival biofilm by MALDI-TOF-MS,"Stingu, CS","Background: Actinomyces are a common part of the residential flora of the human intestinal tract, genitourinary system and skin. Isolation and identification of Actinomyces by conventional methods is often difficult and time consuming. In recent years, matrix-assisted laser desorption/ionization time-of-flight mass spectrometry (MALDI-TOF-MS) has become a rapid and simple method to identify bacteria. Objective: The present study evaluated a new in-house algorithm using MALDI-TOF-MS for rapid identification of different species of oral Actinomyces cultivated from subgingival biofilm. Design: Eleven reference strains and 674 clinical strains were used in this study. All the strains were preliminarily identified using biochemical methods and then subjected to MALDI-TOF-MS analysis using both similarity-based analysis and classification methods (support vector machine [SVM]). The genotype of the reference strains and of 232 clinical strains was identified by sequence analysis of the 16S ribosomal RNA (rRNA). Results: The sequence analysis of the 16S rRNA gene of all references strains confirmed their previous identification. The MALDI-TOF-MS spectra obtained from the reference strains and the other clinical strains undoubtedly identified as Actinomyces by 16S rRNA sequencing were used to create the mass spectra reference database. Already a visual inspection of the mass spectra of different species reveals both similarities and differences. However, the differences between them are not large enough to allow a reliable differentiation by similarity analysis. Therefore, classification methods were applied as an alternative approach for differentiation and identification of Actinomyces at the species level. A cross-validation of the reference database representing 14 Actinomyces species yielded correct results for all species which were represented by more than two strains in the database. Conclusions: Our results suggest that a combination of MALDI-TOF-MS with powerful classification algorithms, such as SVMs, provide a useful tool for the differentiation and identification of oral Actinomyces.",English,Green Published,Article,MALDI-TOF-MS; oral Actinomyces; support vector machine
10.3389/fmicb.2022.821233,FRONTIERS IN MICROBIOLOGY,2022,Efficiently Predicting Vancomycin Resistance of <i>Enterococcus Faecium</i> From MALDI-TOF MS Spectra Using a Deep Learning-Based Approach,"Wang, HY","Matrix-assisted laser desorption ionization time-of-flight (MALDI-TOF) mass spectrometry (MS) has recently become a useful analytical approach for microbial identification. The presence and absence of specific peaks on MS spectra are commonly used to identify the bacterial species and predict antibiotic-resistant strains. However, the conventional approach using few single peaks would result in insufficient prediction power without using complete information of whole MS spectra. In the past few years, machine learning algorithms have been successfully applied to analyze the MALDI-TOF MS peaks pattern for rapid strain typing. In this study, we developed a convolutional neural network (CNN) method to deal with the complete information of MALDI-TOF MS spectra for detecting Enterococcus faecium, which is one of the leading pathogens in the world. We developed a CNN model to rapidly and accurately predict vancomycin-resistant Enterococcus faecium (VREfm) samples from the whole mass spectra profiles of clinical samples. The CNN models demonstrated good classification performances with the average area under the receiver operating characteristic curve (AUROC) of 0.887 when using external validation data independently. Additionally, we employed the score-class activation mapping (CAM) method to identify the important features of our CNN models and found some discriminative signals that can substantially contribute to detecting the ion of resistance. This study not only utilized the complete information of MALTI-TOF MS data directly but also provided a practical means for rapid detection of VREfm using a deep learning algorithm.",English,"Green Published, gold",Article,"vancomycin-resistant Enterococcus faecium (VREfm); antibacterial drug
   resistance; MALDI-TOF MS; convolutional neural network (CNN); rapid
   detection"
10.3390/microorganisms11041071,MICROORGANISMS,2023,Improving the Detection of Epidemic Clones in <i>Candida parapsilosis</i> Outbreaks by Combining MALDI-TOF Mass Spectrometry and Deep Learning Approaches,"Mohammad, N","Identifying fungal clones propagated during outbreaks in hospital settings is a problem that increasingly confronts biologists. Current tools based on DNA sequencing or microsatellite analysis require specific manipulations that are difficult to implement in the context of routine diagnosis. Using deep learning to classify the mass spectra obtained during the routine identification of fungi by MALDI-TOF mass spectrometry could be of interest to differentiate isolates belonging to epidemic clones from others. As part of the management of a nosocomial outbreak due to Candida parapsilosis in two Parisian hospitals, we studied the impact of the preparation of the spectra on the performance of a deep neural network. Our purpose was to differentiate 39 otherwise fluconazole-resistant isolates belonging to a clonal subset from 56 other isolates, most of which were fluconazole-susceptible, collected during the same period and not belonging to the clonal subset. Our study carried out on spectra obtained on four different machines from isolates cultured for 24 or 48 h on three different culture media showed that each of these parameters had a significant impact on the performance of the classifier. In particular, using different culture times between learning and testing steps could lead to a collapse in the accuracy of the predictions. On the other hand, including spectra obtained after 24 and 48 h of growth during the learning step restored the good results. Finally, we showed that the deleterious effect of the device variability used for learning and testing could be largely improved by including a spectra alignment step during preprocessing before submitting them to the neural network. Taken together, these experiments show the great potential of deep learning models to identify spectra of specific clones, providing that crucial parameters are controlled during both culture and preparation steps before submitting spectra to a classifier.",English,"Green Published, gold",Article,"MALDI TOF; epidemiology; Candida parapsilosis; neural network;
   artificial intelligence; outbreak; deep learning"
10.1016/j.cmi.2020.03.014,CLINICAL MICROBIOLOGY AND INFECTION,2020,Machine learning for microbial identification and antimicrobial susceptibility testing on MALDI-TOF mass spectra: a systematic review,"Weis, CV","Background: The matrix assisted laser desorption/ionization and time-of-flight mass spectrometry (MALDI-TOF MS) technology has revolutionized the field of microbiology by facilitating precise and rapid species identification. Recently, machine learning techniques have been leveraged to maximally exploit the information contained in MALDI-TOF MS, with the ultimate goal to refine species identification and streamline antimicrobial resistance determination. Objectives: The aim was to systematically review and evaluate studies employing machine learning for the analysis of MALDI-TOF mass spectra. Data sources: Using PubMed/Medline, Scopus and Web of Science, we searched the existing literature for machine learning-supported applications of MALDI-TOF mass spectra for microbial species and antimicrobial susceptibility identification. Study eligibility criteria: Original research studies using machine learning to exploit MALDI-TOF mass spectra for microbial specie and antimicrobial susceptibility identification were included. Studies focusing on single proteins and peptides, case studies and review articles were excluded. Methods: A systematic review according to the PRISMA guidelines was performed and a quality assessment of the machine learning models conducted. Results: From the 36 studies that met our inclusion criteria, 27 employed machine learning for species identification and nine for antimicrobial susceptibility testing. Support Vector Machines, Genetic Algorithms, Artificial Neural Networks and Quick Classifiers were the most frequently used machine learning algorithms. The quality of the studies ranged between poor and very good. The majority of the studies reported how to interpret the predictors (88.89%) and suggested possible clinical applications of the developed algorithm (100%), but only four studies (11.11%) validated machine learning algorithms on external datasets. Conclusions: A growing number of studies utilize machine learning to optimize the analysis of MALDITOF mass spectra. This review, however, demonstrates that there are certain shortcomings of current machine learning-supported approaches that have to be addressed to make them widely available and incorporated them in the clinical routine. (C) 2020 The Authors. Published by Elsevier Ltd on behalf of European Society of Clinical Microbiology and Infectious Diseases.",English,"Green Published, hybrid",Review,"Antimicrobial resistance; Antimicrobial susceptibility testing;
   Antimicrobial treatment; Machine learning; MALDI-TOF MS; Microbial
   identification"
